zip_code,land_use,count,date,permit_type
77429,Commercial,1,2/6/2020,Commercial
77080,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/6/2020,Residential
77091,Single Family Residential (PAE 1/PAE 2),1,2/6/2020,Residential
77087,Commercial,1,2/6/2020,Commercial
77018,Single Family Residential (Public Street),1,2/6/2020,Residential
77449,Landscape or Open Space; Single Family Residential (Public Street); Other,1,2/6/2020,Residential
77024,Single Family Residential (PAE 1/PAE 2),1,2/6/2020,Residential
77433,Street Dedication,1,2/6/2020,Other
77047,Single Family Residential (Shared Driveways),1,2/6/2020,Residential
77087,Unrestricted,1,2/6/2020,Unrestricted
77339,"Church, School and Institutional",1,2/6/2020,Other
77049,Street Dedication,1,2/6/2020,Other
77532,Single Family Residential (Public Street),1,2/6/2020,Residential
77022,Single Family Residential (Public Street),1,2/6/2020,Residential
77013,Unrestricted,1,2/6/2020,Unrestricted
77004,Single Family Residential (Public Street),1,2/6/2020,Residential
77494,Commercial,1,2/6/2020,Commercial
77532,Street Dedication,1,2/6/2020,Other
77365,Unrestricted,1,2/6/2020,Unrestricted
77009,Unrestricted Intended for Multifamily,1,2/6/2020,Unrestricted
77009,Unrestricted Intended for Multifamily,1,2/6/2020,Unrestricted
77447,Drainage or Detention,1,2/6/2020,Other
77051,Unrestricted,1,2/6/2020,Unrestricted
77006,Commercial,1,2/6/2020,Commercial
77084,Unrestricted,1,2/6/2020,Unrestricted
77021,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/6/2020,Residential
77061,Unrestricted,1,2/6/2020,Unrestricted
77033,Single Family Residential (Public Street),1,2/6/2020,Residential
77082,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,2/6/2020,Residential
77009,Single Family Residential (Public Street),1,2/6/2020,Residential
77532,Single Family Residential (Public Street),1,2/6/2020,Residential
77004,Single Family Residential (Public Street),1,2/6/2020,Residential
77055,Single Family Residential (Public Street),1,2/6/2020,Residential
77003,Unrestricted Intended for Multifamily,1,2/6/2020,Unrestricted
77373,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020,Residential
77076,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,2/6/2020,Residential
77449,General Plan,1,2/6/2020,Other
77449,Landscape or Open Space; Single Family Residential (Public Street); Other,1,2/6/2020,Residential
77357,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020,Residential
77357,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020,Residential
77357,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020,Residential
77429,Single Family Residential (Public Street),1,2/6/2020,Residential
77346,Unrestricted,1,2/6/2020,Unrestricted
77049,Unrestricted Intended for Multifamily,1,2/6/2020,Unrestricted
77433,Single Family Residential (Public Street),1,2/6/2020,Residential
77018,Single Family Residential (Public Street),1,2/6/2020,Residential
77018,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/6/2020,Residential
77396,"Landscape or Open Space; Water Treatment, Production or Repressurization",1,2/6/2020,Other
77006,Unrestricted,1,2/6/2020,Unrestricted
77066,Unrestricted,1,2/6/2020,Unrestricted
77447,Street Dedication,1,2/6/2020,Other
77346,Commercial,1,2/6/2020,Commercial
77018,Single Family Residential (Shared Driveways),1,2/6/2020,Residential
77498,Unrestricted,1,2/6/2020,Unrestricted
77017,Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77003,Commercial,1,9/19/2019,Commercial
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77044,Single Family Residential (PAE 1/PAE 2),1,9/19/2019,Residential
77007,Single Family Residential (Public Street),1,9/19/2019,Residential
77389,Unrestricted,1,9/19/2019,Unrestricted
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77447,Drainage or Detention,1,9/19/2019,Other
77024,Single Family Residential (Public Street),1,9/19/2019,Residential
77493,General Plan,1,9/19/2019,Other
77009,Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77079,Unrestricted,1,9/19/2019,Unrestricted
77051,Single Family Residential (Public Street),1,9/19/2019,Residential
77365,Unrestricted; Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/19/2019,Residential
77072,Unrestricted,1,9/19/2019,Unrestricted
77019,Unrestricted,1,9/19/2019,Unrestricted
77019,Commercial,1,9/19/2019,Commercial
77078,Single Family Residential (Public Street),1,9/19/2019,Residential
77493,Unrestricted,1,9/19/2019,Unrestricted
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77406,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77004,Commercial,1,9/19/2019,Commercial
77396,Commercial,1,9/19/2019,Commercial
77429,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77429,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77068,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77433,General Plan,1,9/19/2019,Other
77433,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77373,Landscape or Open Space,1,9/19/2019,Other
77009,Single Family Residential (Public Street),1,9/19/2019,Residential
77059,Single Family Residential (PAE 1/PAE 2),1,9/19/2019,Residential
77038,Unrestricted,1,9/19/2019,Unrestricted
77429,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77007,Single Family Residential (Public Street),1,9/19/2019,Residential
77044,Unrestricted,1,9/19/2019,Unrestricted
77447,General Plan,1,9/19/2019,Other
77006,Unrestricted,1,9/19/2019,Unrestricted
77407,Drainage or Detention; Landscape or Open Space,1,9/19/2019,Other
77407,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/19/2019,Residential
77008,Other,1,9/19/2019,Other
77346,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77346,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77056,Unrestricted Intended for Multifamily,1,9/19/2019,Unrestricted
77493,"Water Treatment, Production or Repressurization",1,9/19/2019,Other
77012,Unrestricted,1,9/19/2019,Unrestricted
77047,Single Family Residential (Public Street),1,9/19/2019,Residential
77379,Unrestricted,1,9/19/2019,Unrestricted
77007,Unrestricted,1,9/19/2019,Unrestricted
77044,Unrestricted,1,9/19/2019,Unrestricted
77004,Unrestricted,1,9/19/2019,Unrestricted
77022,Single Family Residential (Public Street),1,9/19/2019,Residential
77004,Unrestricted,1,9/19/2019,Unrestricted
77530,Commercial,1,9/19/2019,Commercial
77389,General Plan,1,9/19/2019,Other
77044,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77018,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/19/2019,Residential
77098,Single Family Residential (Public Street),1,9/19/2019,Residential
77493,Single Family Residential (Public Street),1,9/19/2019,Residential
77327,General Plan,1,9/19/2019,Other
77033,Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77429,Commercial,1,9/19/2019,Commercial
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77009,Unrestricted,1,9/19/2019,Unrestricted
77449,Landscape or Open Space; Single Family Residential (Public Street); Other,1,9/19/2019,Residential
77018,Single Family Residential (PAE 1/PAE 2),1,9/19/2019,Residential
77098,Unrestricted,1,9/19/2019,Unrestricted
77380,Unrestricted,1,9/19/2019,Unrestricted
77010,Unrestricted,1,9/19/2019,Unrestricted
77020,Single Family Residential (Public Street),1,9/19/2019,Residential
77354,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77018,Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77018,Single Family Residential (Public Street),1,9/19/2019,Residential
77044,Landscape or Open Space; Street Dedication,1,9/19/2019,Other
77373,Unrestricted,1,9/19/2019,Unrestricted
77494,Unrestricted,1,9/19/2019,Unrestricted
77006,Single Family Residential (Public Street),1,9/19/2019,Residential
77056,Single Family Residential (Public Street),1,9/19/2019,Residential
77009,Unrestricted,1,9/19/2019,Unrestricted
77365,Single Family Residential (Public Street),1,9/19/2019,Residential
77380,Unrestricted Intended for Multifamily,1,9/19/2019,Unrestricted
77004,Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77092,Single Family Residential (PAE 1/PAE 2),1,9/19/2019,Residential
77447,Single Family Residential (Public Street),1,9/19/2019,Residential
77028,Landscape or Open Space; Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77008,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Residential Guest Parking,1,9/19/2019,Residential
77429,Unrestricted,1,9/19/2019,Unrestricted
77044,"Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,9/19/2019,Residential
77048,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77081,Unrestricted,1,9/19/2019,Unrestricted
77021,Single Family Residential (Public Street),1,9/19/2019,Residential
77078,General Plan,1,9/19/2019,Other
77377,Single Family Residential (Public Street),1,9/19/2019,Residential
77498,Unrestricted,1,9/19/2019,Unrestricted
77079,Unrestricted,1,9/19/2019,Unrestricted
77056,Commercial,1,9/19/2019,Commercial
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019,Residential
77532,"Church, School and Institutional",1,9/19/2019,Other
77015,Unrestricted,1,9/19/2019,Unrestricted
77091,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,9/19/2019,Residential
77022,Single Family Residential (Public Street),1,9/19/2019,Residential
77034,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77017,Single Family Residential (Shared Driveways),1,9/5/2019,Residential
77407,Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77004,Unrestricted Intended for Multifamily,1,9/5/2019,Unrestricted
77449,Compensating Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77449,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77396,Drainage or Detention; Street Dedication,1,9/5/2019,Other
77447,Unrestricted; Street Dedication,1,9/5/2019,Unrestricted
77447,"Water Treatment, Production or Repressurization",1,9/5/2019,Other
77386,Other,1,9/5/2019,Other
77373,Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77373,Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77373,Compensating Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77433,Street Dedication,1,9/5/2019,Other
77043,Single Family Residential (PAE 1/PAE 2),1,9/5/2019,Residential
77051,Single Family Residential (Public Street),1,9/5/2019,Residential
77365,Unrestricted; Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station,1,9/5/2019,Unrestricted
77020,Single Family Residential (Shared Driveways),1,9/5/2019,Residential
77019,Unrestricted,1,9/5/2019,Unrestricted
77019,Commercial,1,9/5/2019,Commercial
77080,Commercial,1,9/5/2019,Commercial
77021,Unrestricted,1,9/5/2019,Unrestricted
77066,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,9/5/2019,Residential
77047,Landscape or Open Space; Single Family Residential (Public Street),1,9/5/2019,Residential
77004,Commercial,1,9/5/2019,Commercial
77020,Single Family Residential (Public Street),1,9/5/2019,Residential
77095,Unrestricted,1,9/5/2019,Unrestricted
77068,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/5/2019,Residential
77373,"Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,9/5/2019,Residential
77598,Commercial,1,9/5/2019,Commercial
77007,Unrestricted,1,9/5/2019,Unrestricted
